name,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,seq_len,isoelectric_point,molecular_weight,triplet_MYG,triplet_TYG,triplet_GYG,triplet_QYG,triplet_SYG,triplet_HYG,triplet_unknown,triplet_CYG,triplet_TWG,triplet_AYG,triplet_SHG,triplet_DYG,triplet_SWG,triplet_KYG,triplet_LYG,triplet_EYG,triplet_LFG,triplet_NYG,triplet_QWG,triplet_LLG,triplet_AWG,triplet_THG,triplet_FYG,triplet_GZG,triplet_QFG,triplet_RYG,triplet_GAG,triplet_NIG,triplet_LHG,triplet_MWG,triplet_SYA,oligo_m,oligo_d,oligo_t,oligo_wd,oligo_other,switch_b,switch_ps,switch_pa,switch_pc,switch_other
rsEGFP2,0.03347280334728033,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09205020920502092,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.04602510460251046,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.04602510460251046,239.0,5.713932991027832,26941.19740000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
htFuncLib_mid.4,0.03225806451612903,0.012096774193548387,0.07258064516129033,0.07258064516129033,0.04838709677419355,0.09274193548387097,0.06854838709677419,0.04435483870967742,0.07258064516129033,0.08064516129032258,0.028225806451612902,0.04838709677419355,0.04435483870967742,0.028225806451612902,0.028225806451612902,0.036290322580645164,0.06451612903225806,0.07258064516129033,0.008064516129032258,0.04435483870967742,248.0,5.822097587585449,28215.428800000027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
P4-1,0.037815126050420166,0.008403361344537815,0.07563025210084033,0.07142857142857142,0.0546218487394958,0.09243697478991597,0.04201680672268908,0.05042016806722689,0.07983193277310924,0.07983193277310924,0.02100840336134454,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.04201680672268908,0.06722689075630252,0.07142857142857142,0.004201680672268907,0.046218487394957986,238.0,5.460203742980957,26840.844800000017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
iRFP720,0.11708860759493671,0.015822784810126583,0.056962025316455694,0.060126582278481014,0.0379746835443038,0.06962025316455696,0.03164556962025317,0.08227848101265822,0.00949367088607595,0.0949367088607595,0.02531645569620253,0.02531645569620253,0.06645569620253164,0.03481012658227848,0.07911392405063292,0.05379746835443038,0.04746835443037975,0.06329113924050633,0.00949367088607595,0.0189873417721519,316.0,5.587750434875488,34635.33420000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G3,0.046610169491525424,0.0,0.07627118644067797,0.0847457627118644,0.046610169491525424,0.08898305084745763,0.029661016949152543,0.05508474576271186,0.1016949152542373,0.05084745762711865,0.046610169491525424,0.046610169491525424,0.046610169491525424,0.00847457627118644,0.03389830508474576,0.0423728813559322,0.059322033898305086,0.07203389830508475,0.00847457627118644,0.05508474576271186,236.0,5.701030540466309,26873.186600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mBanana,0.05084745762711865,0.00423728813559322,0.046610169491525424,0.1059322033898305,0.046610169491525424,0.11440677966101695,0.0211864406779661,0.0423728813559322,0.1016949152542373,0.05084745762711865,0.0423728813559322,0.025423728813559324,0.05084745762711865,0.025423728813559324,0.038135593220338986,0.05508474576271186,0.05508474576271186,0.059322033898305086,0.012711864406779662,0.05084745762711865,236.0,6.032629203796386,26565.802400000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mCherry2,0.046610169491525424,0.00423728813559322,0.0635593220338983,0.1016949152542373,0.0423728813559322,0.1059322033898305,0.025423728813559324,0.0423728813559322,0.08898305084745763,0.059322033898305086,0.0423728813559322,0.029661016949152543,0.05084745762711865,0.03389830508474576,0.038135593220338986,0.046610169491525424,0.05084745762711865,0.0635593220338983,0.012711864406779662,0.05084745762711865,236.0,5.27274875640869,26737.85480000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
laGFP,0.05701754385964912,0.0043859649122807015,0.039473684210526314,0.05263157894736842,0.07017543859649122,0.08333333333333333,0.05263157894736842,0.05263157894736842,0.05701754385964912,0.06578947368421052,0.03070175438596491,0.043859649122807015,0.05263157894736842,0.04824561403508772,0.02631578947368421,0.06140350877192982,0.09210526315789473,0.043859649122807015,0.017543859649122806,0.04824561403508772,228.0,6.626880836486817,25880.882400000017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Katushka2S,0.04680851063829787,0.01702127659574468,0.0425531914893617,0.07234042553191489,0.05106382978723404,0.09787234042553192,0.03404255319148936,0.03829787234042553,0.08085106382978724,0.07659574468085106,0.04680851063829787,0.03829787234042553,0.04680851063829787,0.03404255319148936,0.029787234042553193,0.05531914893617021,0.08085106382978724,0.05531914893617021,0.00851063829787234,0.04680851063829787,235.0,6.708899497985839,26389.851700000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
efasGFP,0.07272727272727272,0.03636363636363636,0.05,0.08181818181818182,0.06363636363636363,0.10909090909090909,0.031818181818181815,0.031818181818181815,0.07272727272727272,0.045454545454545456,0.045454545454545456,0.05,0.04090909090909091,0.031818181818181815,0.04090909090909091,0.04090909090909091,0.06363636363636363,0.05454545454545454,0.00909090909090909,0.02727272727272727,220.0,5.988920021057129,24418.37620000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Skylan-NS,0.05752212389380531,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.061946902654867256,0.09292035398230089,0.035398230088495575,0.03982300884955752,0.09292035398230089,0.06637168141592921,0.035398230088495575,0.05309734513274336,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05752212389380531,0.008849557522123894,0.048672566371681415,226.0,7.088356590270995,25705.897500000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DsRed-Express2,0.03111111111111111,0.0,0.05333333333333334,0.08444444444444445,0.057777777777777775,0.09777777777777778,0.04,0.04,0.09777777777777778,0.06222222222222222,0.02666666666666667,0.022222222222222223,0.06222222222222222,0.04,0.02666666666666667,0.05333333333333334,0.04888888888888889,0.08444444444444445,0.013333333333333334,0.057777777777777775,225.0,6.313129615783692,25702.85210000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CyRFP1,0.042735042735042736,0.008547008547008548,0.04700854700854701,0.08974358974358974,0.04700854700854701,0.1111111111111111,0.02564102564102564,0.02564102564102564,0.09401709401709402,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.05128205128205128,0.029914529914529916,0.038461538461538464,0.038461538461538464,0.05555555555555555,0.07692307692307693,0.008547008547008548,0.05555555555555555,234.0,6.610965919494629,26424.811200000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Clomeleon,0.04184100418410042,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.0794979079497908,0.08368200836820083,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.029288702928870293,0.03765690376569038,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.0502092050209205,239.0,5.583601188659667,26950.122800000016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mRFP1.1,0.05333333333333334,0.0,0.06222222222222222,0.09777777777777778,0.044444444444444446,0.10222222222222223,0.022222222222222223,0.04,0.09777777777777778,0.05333333333333334,0.044444444444444446,0.017777777777777778,0.05333333333333334,0.03111111111111111,0.04,0.057777777777777775,0.057777777777777775,0.06222222222222222,0.013333333333333334,0.04888888888888889,225.0,5.653058433532714,25412.4493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
miRFP,0.07667731629392971,0.022364217252396165,0.051118210862619806,0.0670926517571885,0.02875399361022364,0.08626198083067092,0.038338658146964855,0.05750798722044728,0.009584664536741214,0.13099041533546327,0.025559105431309903,0.01597444089456869,0.07028753993610223,0.02875399361022364,0.07667731629392971,0.06389776357827476,0.04472843450479233,0.07348242811501597,0.003194888178913738,0.02875399361022364,313.0,5.626969337463378,34320.13109999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sREACh2,0.04184100418410042,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.03347280334728033,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.029288702928870293,0.04602510460251046,0.04602510460251046,0.02510460251046025,0.02510460251046025,0.03347280334728033,0.058577405857740586,0.0794979079497908,0.008368200836820083,0.04602510460251046,239.0,5.622820091247559,26897.378100000013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AvicFP3,0.04741379310344827,0.02586206896551724,0.05603448275862069,0.04741379310344827,0.04310344827586207,0.10775862068965517,0.02586206896551724,0.06465517241379311,0.07327586206896551,0.06896551724137931,0.021551724137931036,0.06465517241379311,0.034482758620689655,0.03879310344827586,0.03017241379310345,0.0603448275862069,0.06896551724137931,0.06896551724137931,0.004310344827586207,0.04741379310344827,232.0,6.990650367736817,25537.64980000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CheGFP1,0.07327586206896551,0.021551724137931036,0.05603448275862069,0.05603448275862069,0.04310344827586207,0.09482758620689655,0.034482758620689655,0.0603448275862069,0.06896551724137931,0.07327586206896551,0.021551724137931036,0.05172413793103448,0.03879310344827586,0.02586206896551724,0.034482758620689655,0.04741379310344827,0.06465517241379311,0.07758620689655173,0.004310344827586207,0.05172413793103448,232.0,6.441813087463378,25619.859600000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
P9,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09243697478991597,0.04201680672268908,0.046218487394957986,0.08403361344537816,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.029411764705882353,0.029411764705882353,0.046218487394957986,0.06302521008403361,0.07563025210084033,0.004201680672268907,0.046218487394957986,238.0,5.795326423645019,26900.024500000014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
EYFP-Q69K,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.08786610878661087,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.07112970711297072,0.0041841004184100415,0.0502092050209205,239.0,5.713932991027832,26991.257500000014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Bluebonnet2,0.05555555555555555,0.004273504273504274,0.05555555555555555,0.0811965811965812,0.04700854700854701,0.09401709401709402,0.029914529914529916,0.038461538461538464,0.0811965811965812,0.0811965811965812,0.03418803418803419,0.029914529914529916,0.04700854700854701,0.029914529914529916,0.03418803418803419,0.042735042735042736,0.08547008547008547,0.05982905982905983,0.017094017094017096,0.05128205128205128,234.0,5.831646537780761,26478.721500000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sirius,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.04602510460251046,0.100418410041841,0.03765690376569038,0.05439330543933055,0.08368200836820083,0.09623430962343096,0.02092050209205021,0.04602510460251046,0.04184100418410042,0.03347280334728033,0.029288702928870293,0.04184100418410042,0.06276150627615062,0.07531380753138076,0.0041841004184100415,0.03765690376569038,239.0,5.71398983001709,26687.968000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gamillus0.2,0.0603448275862069,0.017241379310344827,0.04741379310344827,0.05172413793103448,0.05172413793103448,0.09051724137931035,0.04310344827586207,0.05172413793103448,0.06896551724137931,0.06465517241379311,0.03017241379310345,0.03879310344827586,0.05603448275862069,0.04741379310344827,0.03017241379310345,0.05603448275862069,0.09913793103448276,0.05603448275862069,0.008620689655172414,0.03017241379310345,232.0,7.146559715270995,25653.818700000007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
htFuncLib_slow.1,0.024193548387096774,0.012096774193548387,0.07661290322580645,0.07258064516129033,0.05241935483870968,0.09274193548387097,0.07258064516129033,0.04032258064516129,0.07258064516129033,0.0846774193548387,0.024193548387096774,0.04435483870967742,0.04838709677419355,0.028225806451612902,0.024193548387096774,0.04032258064516129,0.06451612903225806,0.07258064516129033,0.008064516129032258,0.04435483870967742,248.0,5.710806846618653,28255.381700000027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
cFP484,0.04887218045112782,0.011278195488721804,0.06766917293233082,0.07518796992481203,0.05639097744360902,0.06766917293233082,0.02631578947368421,0.06390977443609022,0.09398496240601503,0.08646616541353383,0.03383458646616541,0.04887218045112782,0.04887218045112782,0.015037593984962405,0.03383458646616541,0.05263157894736842,0.045112781954887216,0.06390977443609022,0.007518796992481203,0.05263157894736842,266.0,6.012394523620604,30449.61100000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HriGFP,0.04477611940298507,0.0,0.03731343283582089,0.05970149253731343,0.029850746268656716,0.08955223880597014,0.03731343283582089,0.08208955223880597,0.17164179104477612,0.07462686567164178,0.022388059701492536,0.022388059701492536,0.05223880597014925,0.022388059701492536,0.11194029850746269,0.05223880597014925,0.03731343283582089,0.007462686567164179,0.014925373134328358,0.029850746268656716,134.0,10.779001045227051,15718.290999999981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
alajGFP1,0.06278026905829596,0.02242152466367713,0.053811659192825115,0.07623318385650224,0.05829596412556054,0.09865470852017937,0.02242152466367713,0.04932735426008968,0.08520179372197309,0.05829596412556054,0.04035874439461883,0.053811659192825115,0.04035874439461883,0.02242152466367713,0.03587443946188341,0.04484304932735426,0.053811659192825115,0.06726457399103139,0.008968609865470852,0.04484304932735426,223.0,6.229860496520996,24999.248000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
deGFP2,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09243697478991597,0.037815126050420166,0.05042016806722689,0.08403361344537816,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.046218487394957986,0.06722689075630252,0.07142857142857142,0.004201680672268907,0.046218487394957986,238.0,5.583601188659667,26849.959200000016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rsGreen1,0.03347280334728033,0.008368200836820083,0.0794979079497908,0.07112970711297072,0.0502092050209205,0.09205020920502092,0.03347280334728033,0.04602510460251046,0.0794979079497908,0.09205020920502092,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.03347280334728033,0.04184100418410042,0.07112970711297072,0.07112970711297072,0.0041841004184100415,0.04184100418410042,239.0,5.382334327697754,26943.08600000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mcCFP,0.02666666666666667,0.013333333333333334,0.057777777777777775,0.07111111111111111,0.06222222222222222,0.08444444444444445,0.03111111111111111,0.05333333333333334,0.08888888888888889,0.06222222222222222,0.035555555555555556,0.03111111111111111,0.05333333333333334,0.017777777777777778,0.044444444444444446,0.057777777777777775,0.06222222222222222,0.08444444444444445,0.008888888888888889,0.05333333333333334,225.0,7.704491233825684,25775.287300000018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
eqFP578,0.04329004329004329,0.017316017316017316,0.03463203463203463,0.0735930735930736,0.05194805194805195,0.09523809523809523,0.04329004329004329,0.04329004329004329,0.09090909090909091,0.0735930735930736,0.047619047619047616,0.047619047619047616,0.04329004329004329,0.03463203463203463,0.030303030303030304,0.05194805194805195,0.07792207792207792,0.047619047619047616,0.008658008658008658,0.04329004329004329,231.0,8.53666172027588,26143.64450000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FOLD6,0.04184100418410042,0.0,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.04602510460251046,0.04184100418410042,0.0794979079497908,0.08786610878661087,0.02092050209205021,0.058577405857740586,0.04602510460251046,0.029288702928870293,0.029288702928870293,0.03347280334728033,0.06694560669456066,0.08368200836820083,0.0041841004184100415,0.04184100418410042,239.0,5.748888969421387,26822.879200000018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
htFuncLib_thermo.5,0.03225806451612903,0.012096774193548387,0.07258064516129033,0.07258064516129033,0.04838709677419355,0.09274193548387097,0.06854838709677419,0.056451612903225805,0.07258064516129033,0.08064516129032258,0.028225806451612902,0.04838709677419355,0.04435483870967742,0.024193548387096774,0.03225806451612903,0.04032258064516129,0.056451612903225805,0.06451612903225806,0.008064516129032258,0.04435483870967742,248.0,5.90627613067627,28269.56560000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
tKeima,0.036036036036036036,0.018018018018018018,0.04954954954954955,0.06306306306306306,0.04504504504504504,0.0990990990990991,0.02252252252252252,0.04504504504504504,0.07657657657657657,0.05405405405405406,0.036036036036036036,0.04054054054054054,0.06306306306306306,0.036036036036036036,0.03153153153153153,0.06306306306306306,0.06306306306306306,0.07657657657657657,0.013513513513513514,0.06756756756756757,222.0,6.5210466384887695,25034.156100000007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T-Sapphire,0.04184100418410042,0.0041841004184100415,0.07531380753138076,0.06694560669456066,0.058577405857740586,0.09623430962343096,0.03765690376569038,0.05439330543933055,0.08368200836820083,0.08368200836820083,0.029288702928870293,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.07531380753138076,0.0041841004184100415,0.04184100418410042,239.0,5.583658027648925,26882.174600000017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
